               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.034824,            0.014915,             0.00363,             0.88525,             0.88571,             0.90669,             0.61365,           0.0079197,           0.0035978,           0.0039486,           0.0019881,           0.0019881,           0.0019881
                 159,            0.031428,            0.014389,           0.0026927,             0.93542,             0.90696,             0.92322,             0.57301,           0.0078145,           0.0035233,           0.0031507,           0.0019443,           0.0019443,           0.0019443
                 160,            0.030708,            0.013789,           0.0031167,             0.94353,             0.89307,             0.92625,             0.61113,           0.0078519,           0.0035839,           0.0026026,           0.0019014,           0.0019014,           0.0019014
                 161,            0.034196,            0.014515,           0.0058812,             0.92524,             0.89025,             0.92625,             0.62572,           0.0075683,           0.0036515,           0.0031372,           0.0018594,           0.0018594,           0.0018594
                 162,            0.027132,            0.013286,           0.0028292,             0.85254,             0.88399,             0.90736,             0.61796,            0.006651,           0.0036584,           0.0031518,           0.0018183,           0.0018183,           0.0018183
                 163,             0.03531,            0.016276,           0.0044203,             0.84333,             0.85982,             0.87375,             0.62148,           0.0073601,           0.0036595,           0.0040233,           0.0017781,           0.0017781,           0.0017781
                 164,            0.032327,            0.015893,           0.0031737,             0.83616,             0.87068,             0.87032,             0.59856,           0.0072296,           0.0037533,           0.0040727,           0.0017389,           0.0017389,           0.0017389
                 165,            0.027308,            0.013103,           0.0026091,             0.73887,             0.85123,             0.84708,             0.58296,           0.0085158,           0.0036952,           0.0040262,           0.0017005,           0.0017005,           0.0017005
                 166,            0.023985,            0.014799,           0.0026103,             0.74009,             0.85534,             0.83774,             0.57983,           0.0076278,            0.003681,           0.0040093,           0.0016631,           0.0016631,           0.0016631
                 167,            0.020028,            0.013206,           0.0037543,             0.85401,              0.8555,             0.90949,             0.59141,           0.0084744,           0.0036092,           0.0039801,           0.0016267,           0.0016267,           0.0016267
                 168,            0.023973,            0.014473,           0.0018886,             0.85556,             0.87043,             0.91208,              0.6172,           0.0077486,           0.0035553,           0.0039102,           0.0015912,           0.0015912,           0.0015912
                 169,            0.020213,            0.011936,           0.0025019,             0.75542,             0.98887,             0.92222,             0.60291,           0.0084446,           0.0034908,            0.004081,           0.0015566,           0.0015566,           0.0015566
                 170,            0.028831,            0.013586,           0.0027398,             0.75755,             0.98676,             0.91556,             0.60281,           0.0076219,           0.0034659,           0.0040796,           0.0015231,           0.0015231,           0.0015231
                 171,            0.027379,            0.013528,           0.0035285,             0.79977,             0.97161,             0.92263,             0.63926,           0.0079978,           0.0034901,           0.0036269,           0.0014905,           0.0014905,           0.0014905
                 172,            0.030364,            0.013311,           0.0091707,              0.8684,             0.93331,             0.96639,             0.65555,           0.0073578,             0.00359,           0.0024843,           0.0014589,           0.0014589,           0.0014589
                 173,             0.03398,            0.013688,           0.0025434,             0.87485,             0.91605,             0.95833,             0.65469,           0.0077739,           0.0035474,           0.0020864,           0.0014283,           0.0014283,           0.0014283
                 174,            0.024885,            0.013836,           0.0022986,             0.91796,             0.91353,             0.97012,             0.67289,           0.0073795,           0.0035099,           0.0020378,           0.0013987,           0.0013987,           0.0013987
                 175,            0.029485,            0.014131,           0.0033326,             0.83176,             0.93333,             0.95679,             0.65226,           0.0079441,           0.0034999,           0.0018352,           0.0013701,           0.0013701,           0.0013701
                 176,            0.031533,            0.013001,           0.0022453,             0.86482,             0.93192,             0.95095,             0.64753,           0.0071178,            0.003561,           0.0018589,           0.0013425,           0.0013425,           0.0013425
                 177,            0.021998,            0.012454,           0.0022765,             0.94733,             0.86667,             0.95667,             0.62796,           0.0070591,           0.0035332,           0.0012376,            0.001316,            0.001316,            0.001316
                 178,            0.025542,            0.014006,           0.0033794,             0.94672,             0.86643,             0.95204,             0.64475,           0.0072875,           0.0035812,           0.0012682,           0.0012905,           0.0012905,           0.0012905
                 179,             0.02927,            0.012475,           0.0038812,             0.85843,             0.93333,             0.94833,             0.63941,           0.0074484,           0.0035929,           0.0015256,            0.001266,            0.001266,            0.001266
                 180,            0.021287,            0.012608,            0.003023,             0.86303,             0.92951,             0.94278,             0.67667,           0.0073404,           0.0035274,            0.001878,           0.0012426,           0.0012426,           0.0012426
                 181,            0.024601,            0.012735,           0.0011953,             0.85474,             0.92604,             0.93947,             0.65092,           0.0068012,           0.0034913,           0.0021863,           0.0012202,           0.0012202,           0.0012202
                 182,            0.031965,            0.012482,           0.0028089,              0.8489,             0.92306,             0.94037,              0.6038,           0.0074148,           0.0034181,           0.0023598,           0.0011989,           0.0011989,           0.0011989
                 183,            0.027958,            0.014105,           0.0023906,             0.83897,             0.93307,              0.9462,             0.64497,           0.0067663,           0.0033443,           0.0024425,           0.0011787,           0.0011787,           0.0011787
                 184,            0.025911,            0.013165,           0.0027748,             0.82436,             0.93333,             0.95667,             0.62559,           0.0068768,           0.0033025,           0.0024129,           0.0011595,           0.0011595,           0.0011595
                 185,            0.027573,            0.012921,           0.0023928,             0.90879,              0.9326,             0.97595,             0.65158,           0.0067503,           0.0032979,           0.0026423,           0.0011414,           0.0011414,           0.0011414
                 186,             0.02645,            0.012079,            0.002701,             0.91139,             0.92433,                0.97,             0.67964,           0.0065121,             0.00332,           0.0025697,           0.0011243,           0.0011243,           0.0011243
                 187,            0.025121,            0.012191,           0.0012422,             0.90263,             0.88571,             0.94637,             0.61284,           0.0069063,           0.0033874,            0.003169,           0.0011084,           0.0011084,           0.0011084
                 188,            0.025002,            0.014482,           0.0016247,             0.90451,             0.88571,             0.91739,             0.60337,           0.0066188,           0.0034361,           0.0035733,           0.0010935,           0.0010935,           0.0010935
                 189,            0.023575,            0.013123,           0.0015842,             0.86883,             0.83804,             0.89762,             0.57089,           0.0067951,           0.0035501,           0.0041999,           0.0010797,           0.0010797,           0.0010797
                 190,            0.021254,            0.013613,           0.0017927,             0.85571,              0.8381,             0.90317,             0.58818,           0.0068496,           0.0035712,           0.0041448,            0.001067,            0.001067,            0.001067
                 191,            0.017511,            0.013289,            0.001192,             0.79293,             0.87115,             0.89454,             0.55144,           0.0069438,            0.003582,           0.0039844,           0.0010554,           0.0010554,           0.0010554
                 192,            0.027925,            0.013023,           0.0023224,             0.84241,             0.88111,             0.89392,             0.58565,           0.0072175,           0.0035556,           0.0037504,           0.0010449,           0.0010449,           0.0010449
                 193,            0.026463,            0.012602,           0.0042046,             0.84246,             0.87245,             0.89999,             0.58144,           0.0068352,            0.003524,           0.0037259,           0.0010355,           0.0010355,           0.0010355
                 194,            0.023466,            0.012475,           0.0022757,             0.84248,             0.87029,             0.91958,             0.58651,           0.0071163,           0.0035036,           0.0037315,           0.0010272,           0.0010272,           0.0010272
                 195,            0.024402,            0.012642,           0.0013223,             0.84246,             0.86671,             0.87954,             0.55669,           0.0070607,            0.003463,           0.0041571,             0.00102,             0.00102,             0.00102
                 196,             0.02836,            0.013022,           0.0016481,             0.75899,             0.97458,             0.91493,             0.58821,           0.0073127,           0.0034309,           0.0042898,           0.0010139,           0.0010139,           0.0010139
                 197,             0.02035,            0.012311,           0.0016029,             0.84214,              0.8778,             0.93167,             0.63014,           0.0070201,           0.0034282,            0.004166,           0.0010089,           0.0010089,           0.0010089
                 198,            0.023511,            0.013021,           0.0050579,             0.84114,             0.89681,             0.92583,             0.62411,           0.0071612,           0.0033881,           0.0039225,            0.001005,            0.001005,            0.001005
                 199,            0.022869,            0.012998,           0.0017421,             0.84308,             0.89305,             0.92583,             0.64991,           0.0066373,           0.0033692,            0.003885,           0.0010022,           0.0010022,           0.0010022
